id,updated,ship,imo,lat,long,sog,cog,hdg,depPort,etdSchedule,etd,atd,arrPort,etaSchedule,eta,ata
4136,05/04/2018 19:18,Megastar,9773064,60.1469,24.9135,6.3,219,216,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4137,05/04/2018 19:19,Megastar,9773064,60.1445,24.91,11.6,217,217,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4138,05/04/2018 19:20,Megastar,9773064,60.1412,24.9061,14.2,198,199,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4139,05/04/2018 19:21,Star,9364722,59.4462,24.7726,3.7,17,159,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:26,NULL
4140,05/04/2018 19:22,Megastar,9773064,60.1344,24.9056,15.9,179,179,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4141,05/04/2018 19:22,Star,9364722,59.4469,24.7728,2.8,354,107,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:26,NULL
4142,05/04/2018 19:22,Megastar,9773064,60.1322,24.9056,16.1,181,181,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4143,05/04/2018 19:23,Star,9364722,59.4478,24.7746,6,46,52,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4144,05/04/2018 19:23,Megastar,9773064,60.1272,24.9055,17,181,181,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4145,05/04/2018 19:24,Star,9364722,59.4496,24.7773,11.6,23,22,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4146,05/04/2018 19:24,Megastar,9773064,60.1217,24.9053,18.4,182,182,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4147,05/04/2018 19:25,Megastar,9773064,60.1159,24.905,19.2,182,182,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4148,05/04/2018 19:24,Star,9364722,59.4517,24.7782,13.7,9,6,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4149,05/04/2018 19:27,Megastar,9773064,60.11,24.904,19.7,187,187,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4150,05/04/2018 19:26,Star,9364722,59.4575,24.7768,17.7,350,349,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4151,05/04/2018 19:28,Megastar,9773064,60.1041,24.902,20.7,190,189,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4152,05/04/2018 19:26,Star,9364722,59.4621,24.7746,18.4,348,347,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4153,05/04/2018 19:29,Megastar,9773064,60.0978,24.9006,21.3,185,185,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4154,05/04/2018 19:28,Star,9364722,59.47,24.771,19.6,350,349,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4155,05/04/2018 19:29,Star,9364722,59.4746,24.7692,19.8,350,350,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4156,05/04/2018 19:30,Megastar,9773064,60.0899,24.8991,21.9,185,184,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4157,05/04/2018 19:30,Star,9364722,59.4831,24.7657,21,349,348,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4158,05/04/2018 19:31,Megastar,9773064,60.0832,24.8981,22,184,184,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4159,05/04/2018 19:31,Star,9364722,59.4897,24.7625,21.7,346,346,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4160,05/04/2018 19:32,Megastar,9773064,60.0759,24.8976,22.3,181,181,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4161,05/04/2018 19:32,Star,9364722,59.4963,24.7588,22.2,345,343,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4162,05/04/2018 19:33,Megastar,9773064,60.0716,24.8975,22.4,181,181,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:25,NULL
4163,05/04/2018 19:33,Star,9364722,59.5029,24.7545,22.2,342,342,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4164,05/04/2018 19:34,Megastar,9773064,60.0647,24.8972,22.6,181,181,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4165,05/04/2018 19:35,Star,9364722,59.5091,24.7504,22.4,344,342,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4166,05/04/2018 19:35,Megastar,9773064,60.058,24.8971,22.4,181,181,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4167,05/04/2018 19:36,Star,9364722,59.5157,24.7459,22.5,343,342,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4168,05/04/2018 19:36,Megastar,9773064,60.0525,24.897,22,179,179,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4169,05/04/2018 19:37,Star,9364722,59.5224,24.7416,22.6,344,342,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4170,05/04/2018 19:37,Megastar,9773064,60.0465,24.8978,21.7,175,176,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4171,05/04/2018 19:38,Star,9364722,59.5289,24.7372,22.6,343,341,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4172,05/04/2018 19:38,Megastar,9773064,60.0405,24.8988,21.5,175,176,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4173,05/04/2018 19:39,Star,9364722,59.5356,24.7327,22.7,343,341,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4174,05/04/2018 19:40,Megastar,9773064,60.0316,24.8997,21.1,181,183,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4175,05/04/2018 19:39,Star,9364722,59.5368,24.7319,22.5,343,341,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4176,05/04/2018 19:40,Megastar,9773064,60.0281,24.8994,21.3,183,185,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4177,05/04/2018 19:40,Star,9364722,59.5428,24.7277,22.3,343,341,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4178,05/04/2018 19:41,Megastar,9773064,60.0222,24.8987,21.6,183,184,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4179,05/04/2018 19:41,Star,9364722,59.55,24.7227,22.3,343,340,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4180,05/04/2018 19:43,Megastar,9773064,60.0149,24.8981,21.9,183,184,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4181,05/04/2018 19:43,Star,9364722,59.5573,24.7174,22.4,342,340,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:27,NULL
4182,05/04/2018 19:43,Megastar,9773064,60.0107,24.8976,21.9,183,184,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4183,05/04/2018 19:43,Star,9364722,59.5621,24.714,22.4,343,340,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:26,NULL
4184,05/04/2018 19:44,Megastar,9773064,60.0059,24.8971,21.8,183,184,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4185,05/04/2018 19:44,Star,9364722,59.5663,24.711,22.3,341,340,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:26,NULL
4186,05/04/2018 19:45,Megastar,9773064,59.9998,24.8965,21.9,183,184,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4187,05/04/2018 19:46,Star,9364722,59.5755,24.7045,22.3,343,340,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:26,NULL
4188,05/04/2018 19:46,Megastar,9773064,59.9956,24.8958,21.8,186,187,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4189,05/04/2018 19:47,Star,9364722,59.5821,24.6997,22.2,344,340,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:26,NULL
4190,05/04/2018 19:47,Megastar,9773064,59.9891,24.8939,21.6,189,190,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4191,05/04/2018 19:47,Star,9364722,59.5832,24.6989,22.1,344,340,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:26,NULL
4192,05/04/2018 19:48,Megastar,9773064,59.9836,24.8923,21.9,189,191,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4193,05/04/2018 19:49,Star,9364722,59.5948,24.691,22.1,339,344,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:26,NULL
4194,05/04/2018 19:50,Megastar,9773064,59.9699,24.8871,22,190,191,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4195,05/04/2018 19:50,Star,9364722,59.6017,24.6881,22.1,347,353,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:26,NULL
4196,05/04/2018 19:50,Megastar,9773064,59.9682,24.8865,21.9,190,192,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
4197,05/04/2018 19:51,Star,9364722,59.6083,24.6873,22.5,11,3,EETLL,05/04/2018 19:30,07/04/2018 15:25,2018-04-05 19:21:17,FIHEL,05/04/2018 21:30,05/04/2018 21:26,NULL
4198,05/04/2018 19:50,Megastar,9773064,59.9676,24.8863,21.9,190,192,FIHEL,05/04/2018 19:30,07/04/2018 15:29,2018-04-05 19:18:20,EETLL,05/04/2018 21:30,05/04/2018 21:24,NULL
